cell_id,age_group,gender,municipality,education_level,past_vote,expected_N_raked,age,biography
1378,61-70,Women,Stockholm,"Tertiary education, shorter than 2 years",Green Party (MP),1076.0045692806675,70,"I was born in the early 1950s, just as Sweden was beginning to transform from a post‑war society into the modern welfare state we know today. My childhood was spent in a modest apartment in the Södermalm district of Stockholm, where the cobblestone streets and the scent of fresh bread from the local bakery are still vivid memories. My parents were both schoolteachers, and they instilled in me a love of learning, curiosity about the world, and a deep respect for community.

After finishing secondary school, I enrolled in a two‑year program at a university college in Stockholm, studying environmental science and public administration. The concise, hands‑on nature of the program suited me perfectly; it gave me a solid grounding in ecology, urban planning, and the basics of policy work without the lengthy commitment of a full degree. I graduated with a diploma that opened doors to the burgeoning environmental movement of the 1970s.

My first job was with the city’s Parks and Recreation department, where I helped design and maintain green spaces in the growing capital. I remember planting the first rows of birch trees in what is now the vibrant Hammarby Sjöstad area, and feeling a quiet pride each spring when the saplings broke through the soil. Over the years, I moved into a role as a coordinator for community‑based sustainability projects, collaborating with local schools, senior centers, and neighborhood associations to promote recycling, energy‑saving initiatives, and urban gardening. Those collaborations taught me how small, collective actions can ripple into larger societal change.

In 1981 I married my partner, a fellow teacher, and we built a small, energy‑efficient townhouse on the outskirts of the city. Together we raised two children, both of whom pursued higher education and now live in different parts of Sweden. After the children left home, I continued to work part‑time for a non‑profit focused on climate adaptation, while also volunteering as a mentor for young women interested in environmental careers.

When I think about politics, my heart inevitably goes to the Green Party. I voted for them in every national election for as long as I was eligible, because their emphasis on ecological responsibility, social justice, and gender equality aligns with the values that have guided my life. I have attended local party meetings, participated in climate marches, and even helped organize a “green ballot box” campaign in my borough during the 2018 elections.

Now, at 70, I enjoy a slower pace but remain active. My mornings often begin with a brisk walk along the water’s edge at Djurgården, followed by a fika at a cozy café where I catch up on the latest environmental research journals. I tend a small balcony garden, growing herbs, kale, and the occasional tomato—proof that even in an urban setting, nature can thrive. I also love the arts; I attend theater performances at the Royal Dramatic Theatre and paint watercolor landscapes of Stockholm’s archipelago during the summer months.

My life’s thread is simple: nurture the environment, support community, and keep learning. I believe that each generation carries the responsibility to leave the planet a little better than we found it, and I am grateful to have spent my years contributing, even in modest ways, to that collective hope."
19587,18-22,Women,Söderhamn,"Primary school, 9/10 years",Green Party (MP),6.347459137406603,20,"I’m a 20‑year‑old woman living in Söderhamn, a small town on the east coast of Sweden where the sea meets the forest. I grew up in a close‑knit family; my parents run a modest bakery that has been a local staple for generations. From an early age I learned the rhythm of the town’s daily life—early mornings delivering fresh bread, afternoons at the nearby school, and evenings spent on the dock watching the sunset over the Gulf of Bothnia.

My formal education ended after the ninth grade, the compulsory level in Sweden. While many of my peers continued on to upper secondary school, I chose a different path. I felt a stronger pull toward hands‑on experience and community involvement, so I started working part‑time at my parents’ bakery while also volunteering with the local youth centre. Those years taught me practical skills—budgeting, customer service, and the art of kneading dough—that no classroom could replicate. At the same time, I discovered a deep love for the natural surroundings that surround Söderhamn: the pine‑filled hills, the wetlands that attract migratory birds, and the icy waterfront that becomes a skating rink in winter.

Environmental concerns quickly became a central part of my identity. I remember the first time I joined a clean‑up of the nearby river with a group of teenagers; the water was clouded with plastic, and the sight of it sparked a determination that still drives me. This is why I voted for the Green Party (Miljöpartiet) in the last election. Their focus on climate action, sustainable local economies, and social equality resonates with my own hopes for a future where small towns can thrive without sacrificing the ecosystems that sustain us.

Outside of work and activism, I’m an avid hobbyist photographer. My camera is almost always slung over my shoulder when I’m out walking the forest trails, trying to capture the delicate light that filters through the spruce needles or the fleeting moments when a red‑crowned kingfisher darts over the water. I also love knitting; the rhythmic click of needles is a calming counterpoint to the bustle of the bakery, and I often create scarves and mittens that I donate to the local senior home.

Music is another thread that weaves through my life. I’m part of a small community choir that rehearses in the town hall, and we perform at festivals and school events. Singing gives me a sense of belonging and reminds me that even in a place as quiet as Söderhamn, there is a vibrant collective spirit.

Looking ahead, I hope to keep building a life rooted in my town’s values—solidarity, respect for nature, and a willingness to roll up my sleeves. Whether that means expanding the bakery’s range to include more locally sourced, organic ingredients, organizing more environmental workshops for my peers, or simply sharing a warm loaf with a neighbor on a cold morning, I want my everyday actions to reflect the change I wish to see. My story is still being written, and I’m excited to see how the next chapters unfold in this beautiful corner of Sweden."
355,31-40,Men,Järfälla,"Tertiary education, shorter than 2 years",Did not vote,318.3017345461758,32,"I’m a 32‑year‑old man living in Järfälla, a leafy suburb just north of Stockholm. The municipality feels like a bridge between the bustle of the capital and the calm of the surrounding forests and lakes, and I’ve grown up learning to appreciate both. My childhood was spent biking along the many cycle paths that wind through the area, stopping for a quick fika at the local bakery when the weather permitted. Those simple routines still shape how I spend my free time.

After finishing gymnasium, I enrolled in a two‑year technical program at a nearby college, focusing on information technology and network administration. The coursework was intensive but practical – I learned how to set up servers, troubleshoot hardware, and manage small‑scale IT projects. I never completed a full bachelor’s degree, but the hands‑on training gave me a solid foundation that I could immediately apply in the workplace. For the past eight years I have been employed as an IT support specialist for a mid‑size logistics company that operates out of the greater Stockholm area. My day‑to‑day tasks involve keeping the internal systems running smoothly, helping colleagues with software glitches, and occasionally stepping in to train new staff on basic cybersecurity practices. I enjoy the problem‑solving aspect of the job; there’s a real sense of satisfaction when a stubborn issue finally clicks into place.

Outside of work, I’m an avid outdoorsperson. The nearby Järvafältet nature reserve offers miles of trails that I explore on weekends, often with my camera in hand. Photography started as a hobby when I borrowed a friend’s DSLR for a school project, and it has become a way for me to capture the changing seasons – the golden light of a midsummer sunset, the stark beauty of a snow‑covered pine forest. I also play a bit of guitar, mostly folk and indie songs that I pick up from YouTube tutorials. Music is a big part of my evenings; I love the mixtape culture of the early 2000s and still curate playlists for road trips and bike rides.

Community matters to me, even if I’m not the most vocal participant in local politics. I have volunteered a few times at the Järfälla youth centre, teaching basic computer skills to teenagers who are interested but lack resources. It feels rewarding to give back in a tangible way, and I see it as a small step toward the kind of inclusive society I value. My political engagement has been limited – I didn’t vote in the last election because I felt disconnected from the parties and skeptical about whether my single vote could make a difference. That said, I keep an eye on issues that affect my neighbourhood, especially environmental policies and public transportation improvements. I’m hopeful that more transparent dialogue between citizens and officials could change my stance in the future.

Overall, I try to live a balanced life: a stable career that lets me support myself, hobbies that keep me curious, and a quiet commitment to the community around me. I’m not a headline‑making activist, but I believe in doing the little things right – whether that’s fixing a coworker’s laptop, preserving a trail on a Saturday hike, or sharing a fresh batch of cinnamon buns with the neighbour next door."
16567,41-50,Men,Örebro,"Tertiary education, 2 years or longer",Social Democrats (S),706.3960506453385,48,"I’m a 48‑year‑old man living in Örebro, a midsize city that I’ve called home for most of my adult life. After completing a two‑year engineering program at the University of Örebro, I earned a bachelor’s degree in civil engineering and later added a master’s in sustainable urban planning. My career has been rooted in the public sector; for the past twenty‑four years I’ve worked for the municipality’s Planning and Development Department, helping to shape the city’s growth while balancing environmental concerns, affordable housing, and the need for vibrant public spaces.

My connection to Örebro runs deep. I grew up in the suburbs, rode the same tram routes to school that my own children now use, and spent countless weekends exploring the city’s parks, museums, and the historic castle that crowns the skyline. When I’m not at the office, you’ll often find me cycling along the Svartån river, stopping at cafés to chat with friends over a strong cup of coffee, or attending the lively cultural events that Örebro hosts throughout the year—from the annual food festival to the contemporary art exhibitions at the Örebro Art Museum.

Family is the centre of my life. I’m married to a primary‑school teacher, and together we raise two teenagers who are deeply involved in sports and music. My son plays handball for a local club, while my daughter sings in the youth choir. Weekends are a blend of family hikes in the nearby nature reserves, Sunday lunches with my parents—who still live in a small house just outside the city—and occasional trips to Stockholm or the archipelago to experience the broader Swedish landscape.

My political outlook has been shaped by my upbringing in a working‑class neighbourhood and my professional exposure to the challenges of urban development. I have consistently voted for the Social Democrats, believing that a strong welfare state, progressive taxation, and robust public services are essential for a fair and inclusive society. I’m particularly passionate about climate policy; I support Sweden’s ambitious carbon‑neutral goals and advocate for more investment in renewable energy, public transport, and green infrastructure at the municipal level. In my role, I’ve helped launch a bike‑share program and a pilot project for energy‑efficient retrofitting of older apartment blocks—initiatives that reflect my belief that practical, community‑focused solutions can make a tangible difference.

Beyond work and politics, I’m an avid reader of both classic Swedish literature and contemporary non‑fiction about urban design and environmental ethics. I enjoy playing the acoustic guitar, a hobby I picked up in my thirties, and I occasionally perform at open‑mic nights in local venues. Music, like cycling, offers a rhythm that balances the structured demands of my professional life.

Looking ahead, I’m hopeful about the possibilities for Örebro to become a model of sustainable, inclusive urban living. I want to see the city continue to nurture its cultural vibrancy while ensuring that housing remains affordable for young families and that public spaces stay accessible to everyone. My values—solidarity, responsibility, and a pragmatic optimism—guide both my personal choices and my commitment to the community I love."
1342,31-40,Women,Stockholm,"Tertiary education, shorter than 2 years",Christian Democrats (KD),309.1302201354088,33,"I’m a 33‑year‑old woman living in the vibrant heart of Stockholm. I grew up in a modest neighbourhood on the outskirts of the city, where my parents ran a small bakery that was a gathering spot for neighbours after school and on Saturday mornings. Those early years taught me the value of community, hard work and the simple pleasure of sharing a cup of coffee over a fresh cinnamon bun.  

After finishing gymnasium, I decided that a traditional four‑year university degree wasn’t the right fit for me at the time. Instead, I enrolled in a one‑and‑a‑half‑year graphic‑design program at a local vocational college. The intensive coursework gave me a solid foundation in visual communication, typography and digital tools, and it also allowed me to start earning while I learned. I took a part‑time job as a junior designer at a boutique agency that creates branding for cultural institutions, and I’ve stayed in the creative field ever since.  

Working in Stockholm’s cultural sector has deepened my appreciation for the city’s historic architecture, its thriving music scene and the many museums that line the waterfront. In my free time I love wandering through Djurgården’s parks, sketching the willow trees that line the canals, and stopping at a café for a proper Swedish fika. I’m an avid reader of contemporary Swedish fiction and nonfiction, especially books that explore social welfare, environmental stewardship and the role of tradition in a rapidly changing world.  

My values are shaped by the Christian Democratic principles I grew up with and still hold dear. I voted for the Christian Democrats in the last national election because I believe in policies that protect families, promote responsible stewardship of the environment, and encourage a compassionate but fiscally sound welfare state. I am especially passionate about affordable childcare, elder‑care services that respect dignity, and initiatives that support small businesses—like my parents’ bakery—through sensible tax incentives and local development programs.  

Beyond work and politics, I’m involved in a neighbourhood volunteer group that organizes seasonal markets for local artisans and runs a weekly “green‑hour” where residents share tips on reducing waste and energy consumption. I find great satisfaction in small, tangible actions that improve the quality of life for those around me.  

Looking ahead, I hope to combine my design skills with my commitment to sustainability by helping organisations create visual identities that communicate eco‑friendly values without sacrificing aesthetic appeal. I also plan to continue my involvement in community projects, perhaps even taking a more active role in local council discussions about urban planning and public transport.  

In short, I’m a city‑dweller who cherishes both the bustle of Stockholm’s creative scene and the quiet moments of connection that come from a shared cup of coffee, a well‑designed poster, or a community garden blooming in the spring. My life is a blend of artistic expression, civic responsibility and a deep‑rooted belief that we can build a better future while honoring the traditions that have shaped us."
4484,18-22,Women,Mjölby,"Primary school, 9/10 years",Centre Party (C),15.340293535850266,21,"I’m a 21‑year‑old woman living in the small but lively municipality of Mjölby, a place where the fields stretch out toward the horizon and the town centre hums with the rhythm of everyday life. I grew up in a close‑knit family that has lived in the area for generations, and the sense of community that surrounds us has shaped who I am today.

My formal education stopped after the ninth grade, the final year of primary school in Sweden. I remember the excitement of school field trips to the nearby forest reserves, the pride of learning how to read the weather on the lake, and the camaraderie of working on group projects that often involved planting seedlings in the school garden. After completing primary school, I chose not to continue on to gymnasium because I wanted to help my parents with the family’s small farm and the local grocery shop they run together. The decision felt right for me: I could learn the practical skills of farming, bookkeeping, and customer service right there, instead of sitting in a classroom.

Working on the farm has taught me the value of hard work, patience, and respecting the land. I rise early to feed the animals, mend fences, and tend to the vegetable beds that supply fresh produce to our shop. In the afternoons I help behind the counter, greeting regulars by name, listening to their stories, and sharing recipes for traditional Swedish dishes that my grandmother taught me. The shop is more than a place to buy groceries; it’s a social hub where neighbors exchange news, children trade stickers, and the occasional local musician drops by to play a few folk tunes.

My interests revolve around the simple pleasures of rural life. I love walking the trails that wind through the woods surrounding Mjölby, especially in the crisp autumn when the leaves turn gold and the air smells of pine. I’m an avid collector of wildflowers, and I often press them between pages of an old notebook to create a personal herbarium. On rainy evenings I curl up with a well‑worn collection of Swedish crime novels or the latest episodes of a popular Nordic series, while my younger brother practices his skateboard tricks in the garage.

Politically, I voted for the Centre Party in the last election because its focus on rural development, environmental stewardship, and support for small businesses resonates with my everyday reality. I appreciate the party’s emphasis on giving voice to communities like ours, where agriculture and local entrepreneurship are the backbone of the economy. I also care deeply about equality and inclusivity; I volunteer occasionally at the community centre, helping organise language cafés for newcomers who want to learn Swedish and feel welcomed.

Looking ahead, I hope to continue strengthening the ties that bind our town, perhaps by expanding the farm’s organic produce line or by setting up a small workshop where locals can learn traditional crafts like knitting and wood carving. I may not have a university degree, but I carry with me a wealth of practical knowledge, a love for the land, and a commitment to the people who share this corner of Sweden with me. Every day is an opportunity to learn, to help, and to celebrate the quiet resilience of our community."
9546,71-104,Men,Lund,"Tertiary education, 2 years or longer",Centre Party (C),213.5778761047955,76,"I am a 76‑year‑old man living in the historic city of Lund, a place I have called home for the better part of four decades. I was born just after the war, in a small farming community near Kävlinge, where the fields stretch out toward the Baltic Sea and the rhythm of life is still measured by the seasons. My parents ran a modest dairy farm, and from an early age I learned the value of hard work, cooperation, and a deep respect for the land. Those lessons have stayed with me throughout my life and continue to shape the way I see the world.

When I was seventeen I left the farm to pursue higher education, earning a scholarship to Lund University where I studied civil engineering. The university environment opened my mind to new ideas and gave me the tools to translate my rural upbringing into a career that could bridge the countryside and the city. After earning my degree, I spent the next thirty‑plus years working for the regional road and water‑management authority, designing bridges, flood‑control systems, and sustainable drainage projects across Skåne. I took pride in projects that not only improved infrastructure but also protected the delicate ecosystems of our wetlands and coastal areas.

Retirement came in 2015, and I welcomed the slower pace with a mix of relief and curiosity. I returned to a smaller plot of land near Lund, where I now keep a modest vegetable garden, grow heirloom tomatoes, and tend a few apple trees that my wife and I planted together in the early 1990s. Gardening is more than a hobby; it is a way to stay connected to the soil that nurtured my childhood and to the values of stewardship and self‑sufficiency that the Centre Party has long championed.

My days are filled with a blend of simple pleasures and community involvement. I cycle along the Öresund coast whenever the weather permits, often stopping at the local café for a strong coffee and a conversation with neighbours. I am an active member of the local seniors’ association, where we organize book clubs, lecture series, and intergenerational activities with the nearby university students. I also volunteer as a mentor for apprentices in civil engineering, sharing stories from my career and emphasizing the importance of ethical, environmentally conscious design.

Politically, I have always felt a kinship with the Centre Party. Their focus on rural development, environmental protection, and a balanced approach to market and welfare resonates with my own experiences. In the last national election I cast my vote for them, believing that their policies best reflect the need for sustainable agriculture, decentralized decision‑making, and a society that values both urban innovation and rural heritage.

Family remains the cornerstone of my life. My two children, now grown and living in Malmö and Gothenburg, visit often, bringing their own children who love to run through the garden and listen to my stories about the old farm and the early days of Swedish motorways. My late wife, who passed away five years ago, left me a legacy of compassion, curiosity, and a love for music; I still play her favorite Swedish folk tunes on the piano in our living room.

Looking ahead, I hope to continue learning—whether through a new language class, a history lecture at the university, or simply by listening to the younger generation’s ideas. I believe that a good life is built on community, respect for nature, and the willingness to adapt while holding onto the principles that have guided us for generations."
17783,41-50,Men,Arboga,"Tertiary education, shorter than 2 years",Left Party (V),4.539936991297234,45,"I’m 45 years old and have spent most of my life in Arboga, a small but lively town nestled between the great Swedish plains and the forested hills. My parents ran a modest grocery shop on the main street, and from an early age I learned the value of hard work, honesty, and looking out for my neighbours. Those lessons have shaped everything I do today.

After finishing secondary school, I enrolled in a two‑year vocational programme at a nearby university college, focusing on construction technology. I never completed a full bachelor’s degree, but the practical training gave me the tools I needed to become a certified site manager. For the past two decades I have worked on a mix of municipal projects—renovating schools, improving public housing, and overseeing the construction of new cycle paths that make it easier for people to get around without a car. I enjoy the tangible results of my work; there’s something satisfying about seeing a building go from a pile of timber to a place where families live and learn.

My political convictions have always leaned to the left. I voted for V (the Left Party) in the last election because I believe in a strong welfare state, affordable housing, and a society that looks after its most vulnerable members. I’m an active participant in the local V branch, attending meetings, helping organize community information evenings, and occasionally writing opinion pieces for the town’s newsletter. The issues that matter most to me are climate justice, equitable public services, and ensuring that young people have decent job prospects without having to leave Arboga for the big cities.

Family is the centre of my world. I’m married to a primary‑school teacher, and together we raise two teenage children who love playing football on the town’s modest pitch and exploring the nearby nature reserve on weekend bike rides. Our home is a modest, energy‑efficient house that we retrofitted with solar panels a few years ago—a project that combined my professional skills with my environmental concerns. We try to live simply, buying local produce, using public transport whenever possible, and supporting the town’s small businesses.

In my spare time I’m an avid cyclist; the quiet roads around Arboga give me a chance to clear my head after a busy week on site. I also enjoy reading Swedish crime novels and listening to folk music, especially the old laments that tell stories of workers and fishermen. Occasionally I join the town’s “Kulturkväll” evenings, where locals share poetry, music, and art. These gatherings remind me how important community culture is for a vibrant, inclusive society.

Looking ahead, I hope to see Arboga become a model for sustainable small‑town living—more green spaces, better public transport, and affordable housing for everyone. I want my children to grow up in a place where they can find meaningful work close to home, where social safety nets are strong, and where the natural beauty of our region is preserved for future generations. My life so far has been a blend of practical work, community involvement, and a steady commitment to the values of solidarity and fairness that the Left Party stands for. I’m proud of where I come from, and I’m eager to keep contributing to a better, more equitable Arboga."
1015,31-40,Women,Nykvarn,Upper secondary school,Did not vote,69.41309053009458,39,"I’m a 39‑year‑old woman living in the modest but lively municipality of Nykvarn, just a short train ride from Stockholm. My childhood was spent roaming the forests and lakes that surround the town, and those early experiences still shape most of what I enjoy today. After finishing upper secondary school, I chose a practical path rather than university and entered the workforce directly. I’ve spent the last fifteen years working as a customer service representative for a regional utility company, a job that lets me stay close to the community while solving everyday problems for my neighbours.

Family life occupies a large part of my world. I share a small, sun‑filled house with my partner and our two children, aged ten and thirteen. Our weekends are a mixture of school activities, bike rides through the nearby nature reserve, and the occasional “fika” at the local café where we catch up with friends over coffee and cinnamon buns. I love the ritual of brewing a strong cup of dark roast, spreading a thin layer of butter on rye bread, and simply pausing to watch the world go by. It’s in those quiet moments that I feel most grounded.

Beyond the routine of work and family, I’m an avid reader of Swedish crime novels and a hobbyist photographer. The long summer evenings give me the perfect light to capture the subtle hues of the Swedish countryside, and I often post my pictures in the community’s online photo group. I also volunteer a few evenings a month at the local library, helping to organise storytelling sessions for younger children. Seeing a child’s eyes light up when a tale comes alive reminds me why I value community engagement so much.

My values are shaped by the simple, egalitarian principles that Sweden is known for: respect for the environment, gender equality, and a strong social safety net. I try to live those values by recycling diligently, using a bike for most of my errands, and supporting local businesses rather than big chains. I am also keen on gender‑balanced workplaces and have taken part in a mentorship program that encourages young women to consider careers in traditionally male‑dominated sectors like technical services.

When it comes to politics, I have never cast a vote. The decision stems not from apathy but from a lingering sense that the parties often speak in broad strokes that don’t reflect the nuanced concerns of everyday people like me. I have attended a few town‑hall meetings, asked questions, and voiced my thoughts, but the formal ballot has always felt a step too distant. Instead, I prefer to influence change through direct community involvement—whether that’s organizing a neighborhood clean‑up, supporting a school fundraiser, or simply listening to a neighbour’s problem and offering practical help.

Looking ahead, I hope to continue balancing my roles as a mother, a worker, and a citizen who cares deeply about the place I call home. I want my children to inherit a world where nature is protected, where kindness is the norm, and where every individual feels they can make a tangible difference, even without a ballot in hand."
6985,23-30,Men,Västervik,Upper secondary school,Did not vote,164.74637105587385,23,"I’m a 23‑year‑old man living in Västervik, a small coastal town on the southeast of Sweden. I grew up here, walking the cobbled streets of the town centre, spending summers on the archipelago and learning to appreciate the rhythm of the sea. After finishing upper secondary school—where I focused on natural sciences and a bit of computer basics—I chose not to continue straight into university. Instead, I went straight into the world of work and the mandatory military service that most Swedish men my age complete.

For the past two years I’ve been working part‑time at a local marine equipment shop that supplies kayaks, fishing gear and small sailboats to both residents and tourists. The job lets me stay close to the water I love while learning practical skills in sales, logistics and customer service. On the other half of the year I’m fulfilling my conscription duties, rotating between a communications unit and a field training camp. The experience has taught me a lot about teamwork, responsibility and the importance of reliable information—values I carry into everything else I do.

When I’m not on shift or in uniform, you’ll usually find me on the water. I own a modest 2‑meter kayak that I launch from the harbor on weekends, paddling out to the quieter islands and soaking up the silence that only the Baltic can provide. I also enjoy fishing with my dad, swapping stories while we wait for a bite, and I’m part of a small group of friends who meet every Friday night to play acoustic guitar at a local café. Music is a big outlet for me; I’m still learning the instrument, but there’s something about the simple chords that feels like a conversation with the world.

I’m a firm believer in the social model that Sweden is known for—equality, a strong welfare system, and a collective responsibility toward the environment. Growing up near an ecologically sensitive coastline has made sustainability a personal concern. I volunteer occasionally with a local clean‑up crew that picks up litter on the beaches, and I try to live a low‑impact lifestyle: cycling whenever possible, buying second‑hand clothes, and supporting local producers.

Politically, I feel a mix of frustration and hope. In the last national election I didn’t cast a vote. At the time I felt disconnected from the parties, unsure whether any of them truly represented the everyday concerns of people like me—young workers, conscripts, and small‑town residents. Since then, I’ve started following political debates more closely, especially on climate policy and youth employment, because I realize that my silence also means my voice isn’t heard. I’m not yet convinced about any single party, but I’m open to engaging more actively when I see concrete proposals that align with my values.

Overall, I see myself as a pragmatic, community‑oriented person who finds balance between work, service, and the simple pleasures of nature and music. I hope to keep learning—whether it’s a new chord, a new skill at my job, or a new perspective on how our society can become more inclusive and sustainable."
1318,18-22,Women,Stockholm,"Tertiary education, shorter than 2 years",Did not vote,1518.3343644589215,20,"I’m a 20‑year‑old woman living in the heart of Stockholm, and my days are a mix of city buzz, creative projects, and the occasional moment of quiet reflection. I grew up in a modest apartment in Södermalm, where the cobblestone streets and the smell of fresh coffee from nearby cafés shaped my early memories. My parents work in healthcare and education, so I was raised with a strong sense that learning never really stops and that helping others, even in small ways, matters.

After finishing gymnasium, I decided to take a more hands‑on route to higher education. I enrolled in a one‑year diploma program in graphic design at a local university college. The course is intensive but practical, focusing on visual communication, digital illustration, and user‑experience basics. I love the blend of theory and real‑world projects—last semester I helped a small nonprofit redesign its campaign posters, and seeing the final prints displayed around the city gave me a satisfying sense of contribution.

While I’m still completing my studies, I spend a lot of my free time exploring Stockholm’s vibrant cultural scene. I’m a regular at the Kulturhuset’s open‑mic evenings, where I sometimes read short poems I write about city life, loneliness, and the quiet moments that slip between subway rides. Music is another big part of my world; I’m into indie pop and electronic beats, and I often wander through record stores in Östermalm looking for hidden gems. When the weather turns colder, I retreat to my favorite spot in the Royal National City Park, where I sketch the bare trees and watch the city lights flicker across the water.

I’m also quite environmentally conscious. Growing up near the waterfront, I’ve always been aware of how fragile our surroundings can be. I ride the bike wherever possible, use reusable containers, and volunteer once a month with a local group that organizes beach clean‑ups and urban garden projects. Sustainability isn’t just a buzzword for me—it’s a set of habits I try to integrate into daily life, even if it sometimes feels like a small ripple in a huge ocean.

Politically, I haven’t cast a vote yet. The last national election happened when I was 18, and I chose not to vote because I felt unprepared and uncertain about the parties’ platforms. Since then, I’ve been trying to learn more about the issues that affect my generation—housing affordability, climate policy, and digital rights. I follow a few Swedish news outlets, attend occasional public debates at the city hall, and discuss politics with friends over fika. I’m not a staunch activist, but I believe in staying informed and speaking up when something matters to me.

Looking ahead, I’m excited about finishing my diploma and possibly taking on freelance design work while I consider whether to continue with a longer master’s program. I envision a career that lets me blend creativity with social impact, perhaps collaborating with NGOs or start‑ups focused on sustainability. For now, I’m content with the rhythm of my city—its museums, its parks, its cafés—and the sense that I’m carving out a small but meaningful place within it."
11768,41-50,Men,Ale,"Tertiary education, 2 years or longer",Did not vote,31.53602691242093,48,"I’m a 48‑year‑old man living in the quiet, forest‑dotted municipality of Ale, just a short drive north of Gothenburg. My childhood was spent roaming the lakes and fields that still define the area, and those open spaces have left a lasting imprint on the way I see the world. I grew up in a modest, working‑class family; my father was a carpenter and my mother worked part‑time at the local health centre. They taught me the value of hard work, integrity, and looking after one another—principles that still guide me today.

After finishing secondary school, I earned a two‑year diploma in mechanical engineering at the Chalmers University of Technology campus in Gothenburg, and later completed a bachelor’s degree in product development. The combination of practical training and academic study opened doors for me in the manufacturing sector, and for the past twenty‑plus years I’ve worked as a senior project engineer for a mid‑size company that produces components for the automotive industry. My day‑to‑day routine involves coordinating cross‑functional teams, troubleshooting design challenges, and occasionally stepping onto the shop floor to see how a prototype behaves under real‑world conditions. I find a quiet satisfaction in turning a sketch on a computer screen into a physical part that will travel on roads across Europe.

Outside of work, I’m an avid cyclist and a regular participant in the “Vätternrundan” charity ride, even though I haven’t yet completed the full 300‑kilometre loop. The rhythm of pedalling through the Swedish summer countryside provides a perfect counterpoint to the structured, deadline‑driven environment of my job. I also enjoy building a modest vegetable garden behind my house, where I grow potatoes, carrots, and a few hardy herbs. The garden is a place where I can unplug, reflect, and share fresh produce with neighbours during our informal “grill‑and‑talk” evenings in late summer.

Family life is central to who I am. I’m married to a teacher who works at a primary school in Kungsbacka, and together we have two adult children—one studying environmental science in Lund and the other working as a graphic designer in Stockholm. Our weekend routine often includes long walks along the Göta River, visits to the local sauna, and occasional trips to the archipelago where we can fish and unwind.

Politically, I have always felt a degree of distance from the formal voting process. In the last national election I chose not to cast a ballot, not because I lack opinions, but because I was skeptical of the choices presented and felt that my single vote would not make a tangible difference in the larger system. This has motivated me to stay informed through independent media, community forums, and direct conversations with people from all walks of life. I believe that engagement begins with listening and dialogue, and I try to embody that in my everyday interactions—whether I’m mentoring a junior colleague, volunteering at the local library’s reading program, or simply offering a helping hand to a neighbour in need.

In short, I am a pragmatic, community‑oriented person who values craftsmanship, continuous learning, and the simple pleasures of nature. My life in Ale is a blend of professional responsibility, family commitment, and a steady pursuit of balance between work, hobby, and civic participation."
6175,71-104,Women,Växjö,Upper secondary school,Social Democrats (S),1512.164086607851,78,"I was born in a small village near Växjö just after the end of World War II, and I have spent almost my entire life in the beautiful Småland countryside. My childhood was filled with long summer days spent picking strawberries in my grandparents’ garden, and cold, crisp winters when we would skate on the frozen pond near the school. My parents were both workers at the local paper mill, and they taught me early on the importance of hard work, solidarity, and looking out for one another—values that have stayed with me ever since.

After finishing upper secondary school in Växjö, I took a job as a clerk at the municipal library. It was a modest position, but it gave me a front‑row seat to the stories of our community: the teenagers who came in looking for the latest pop‑music magazines, the retirees who exchanged recipes for köttbullar, and the newcomers who were learning Swedish through the language‑learning books on the shelves. I loved helping people find the information they needed, and I stayed at the library for twenty‑four years, eventually becoming the head of the reference department. When I retired at sixty‑four, I felt a mixture of relief and melancholy; I missed the daily bustle, but I was eager to spend more time on the things that had always been close to my heart.

Since retirement, my days are a gentle rhythm of gardening, walking the forest trails, and knitting sweaters for my three grandchildren, who now live in different parts of Sweden. My garden is my sanctuary—a patchwork of rhododendrons, lavender, and a small vegetable plot where I grow carrots, potatoes, and the occasional beetroot. I’m proud to say that my tomatoes have won a small prize at the Växjö summer market three years in a row.

Community life still matters to me. I volunteer at the local seniors’ coffee club, where we discuss the news, share homemade pastries, and organize outings to the nearby lake for a dip in the summer. I also sit on the advisory board of the Växjö cultural association, helping to plan concerts and folk‑dance evenings that keep our traditions alive. The sense of belonging that comes from these activities is something I cherish deeply.

Politically, I have always supported the Social Democrats. I remember voting for them in the first election after the 1970s reforms, and the feeling of hope that the welfare state would guarantee good schools, affordable health care, and a safety net for families like mine. Over the decades, I have watched Sweden grow into a society that strives—though not always perfectly—to balance economic growth with social justice. I still believe in the core idea that a society is measured by how it treats its most vulnerable members, and I try to live that principle by helping neighbours, donating to local charities, and staying informed about the issues that affect us all.

Now, at seventy‑eight, I feel grateful for the life I have led—a life rooted in family, community, and a quiet but firm belief that we are all responsible for each other’s well‑being. I look forward to the next few years, hoping to see my grandchildren graduate, to watch the first snow of winter blanket the forest, and to keep sharing stories over a cup of strong coffee in the kitchen where I have spent so many happy afternoons."
